"","DSI"
"350",2.8459
"351",2.9758
"352",2.6849
"353",2.8809
"354",2.9588
"355",2.1578
"356",2.7963
"357",2.9745
"358",2.7138
"359",2.6468
"360",2.9392
"361",2.4271
"362",2.9419
"363",3.0326
"364",2.6552
"365",2.6804
"366",2.5883
"367",2.5503
"368",3.1468
"369",2.6542
"370",2.6646
"371",2.4671
"372",2.0945
"373",2.365
"374",3.0043
"375",3.288
"376",3.5719
"377",3.0179
"378",2.9019
"379",3.2913
"380",3.5387
"381",3.7656
"382",3.5402
"383",3.4745
"384",3.9745
"385",3.9896
"386",4.1869
"387",3.6002
"388",3.94
"389",3.5022
"390",4.0017
"391",4.1348
"392",3.8796
"393",3.831
"394",3.4524
"395",3.3901
"396",3.4267
"397",3.8438
"398",4.5378
"399",3.8395
"400",3.5031
"401",2.5562
"402",2.9745
"403",2.7774
"404",3.1715
"405",3.7698
"406",3.6949
"407",4.0121
"408",3.3139
"409",3.4662
"410",3.8992
"411",3.4778
"412",3.1358
"413",2.8071
"414",3.1066
"415",3.6757
"416",3.67
"417",3.6901
"418",3.5616
"419",3.1093
"420",3.0002
"421",3.8805
"422",3.2545
"423",3.3149
"424",3.8707
"425",3.435
"426",2.8471
"427",3.2351
"428",3.0132
"429",2.914
"430",2.6972
"431",2.5771
"432",2.6805
"433",2.9821
"434",3.0619
"435",2.6427
"436",2.8955
"437",3.2433
"438",3.1532
"439",3.7652
"440",3.3427
"441",3.4885
"442",3.3375
"443",3.6043
"444",3.1566
"445",2.779
"446",2.9273
"447",3.2132
"448",2.9867
"449",3.0742
"450",3.1295
"451",3.319
"452",3.5158
"453",3.5237
"454",3.3836
"455",3.1718
"456",3.3834
"457",3.3169
"458",3.0918
"459",3.5104
"460",2.8285
"461",2.7268
"462",2.3502
"463",2.2511
"464",2.5686
"465",2.5375
"466",2.683
"467",2.5722
"468",2.6558
"469",2.3271
"470",2.856
"471",3.0221
"472",2.9571
"473",3.4039
"474",2.8921
"475",2.9682
"476",3.4043
"477",3.3203
"478",3.0726
"479",3.7532
"480",3.844
"481",3.4057
"482",3.1775
"483",2.9397
"484",2.7101
"485",2.8305
"486",3.0549
"487",3.2412
"488",3.3531
"489",3.1924
"490",3.4224
"491",3.8075
"492",2.9726
"493",3.2512
"494",3.4022
"495",3.3523
"496",3.0389
"497",2.8155
"498",3.1712
"499",3.8188
"500",3.7438
"501",3.3799
"502",3.2678
"503",3.5485
"504",3.5683
"505",3.2355
"506",3.2025
"507",3.5012
"508",3.6217
"509",3.8251
"510",3.3216
"511",3.5211
"512",3.5157
"513",3.5808
"514",3.3228
"515",3.2083
"516",2.6373
"517",2.9723
"518",3.2719
"519",3.5527
"520",3.5866
"521",3.4181
"522",3.6399
"523",3.0517
"524",3.8055
"525",3.6688
"526",3.5182
"527",3.6503
"528",3.5033
"529",3.1762
"530",3.2275
"531",2.624
"532",2.7776
"533",2.9905
"534",3.6955
"535",3.2386
"536",3.1678
"537",2.8882
"538",3.4619
"539",3.4485
"540",3.5919
"541",3.8756
"542",3.5925
"543",3.3562
"544",3.1525
"545",3.1222
"546",3.2436
"547",3.1414
"548",3.4769
"549",3.2552
"550",3.4692
"551",3.5737
"552",3.5285
"553",3.5363
"554",3.8219
"555",3.7059
"556",3.5634
"557",3.5557
"558",3.4111
"559",3.7628
"560",4.2053
"561",3.3708
"562",3.5887
"563",3.517
"564",3.7295
"565",4.0975
"566",3.8931
"567",4.0139
"568",3.8156
"569",3.4643
"570",3.8073
"571",4.1001
"572",3.7782
"573",4.0109
"574",3.8225
"575",3.4186
"576",3.4671
"577",3.9084
"578",3.7152
"579",2.8744
"580",3.918
"581",4.4221
"582",4.0154
"583",3.1396
"584",3.4567
"585",3.6848
"586",3.3814
"587",3.6088
"588",3.5302
"589",2.5854
"590",3.546
"591",3.8131
"592",3.3971
"593",3.3191
"594",3.272
"595",3.7175
"596",3.7835
"597",4.1251
"598",3.7899
"599",3.9643
"600",3.877
"601",3.8451
"602",3.4525
"603",3.7974
"604",3.9992
"605",4.0087
"606",3.8628
"607",3.9678
"608",3.8111
"609",4.34
"610",4.8611
"611",4.3076
"612",4.7634
"613",4.6528
"614",4.3198
"615",4.5094
"616",4.694
"617",4.2535
"618",4.7426
"619",4.6311
"620",4.6259
"621",4.3692
"622",4.8233
"623",5.2171
"624",5.3999
"625",4.8745
"626",4.6177
"627",5.2047
"628",5.3052
"629",4.8636
"630",4.6373
"631",4.5722
"632",4.6813
"633",4.7067
"634",4.8472
"635",4.7482
"636",5.4485
"637",5.1468
"638",5.4268
"639",5.2431
"640",4.9423
"641",5.0073
"642",4.4436
"643",3.7342
"644",4.1937
"645",4.4299
"646",4.4817
"647",4.5182
"648",4.1054
"649",4.2915
"650",4.7625
"651",4.9957
"652",4.6825
"653",4.8821
"654",4.6351
"655",4.1074
"656",4.4155
"657",4.2718
"658",3.7324
"659",3.9347
"660",3.6411
"661",3.3279
"662",3.662
"663",3.5897
"664",4.2059
"665",4.2622
"666",4.2019
"667",4.0621
"668",4.6389
"669",5.1049
"670",4.3623
"671",4.062
"672",4.2979
"673",4.0447
"674",3.5325
"675",3.6881
"676",4.4414
"677",4.1644
"678",4.45
"679",4.7488
"680",4.1402
"681",3.8586
"682",3.9187
"683",3.5156
"684",3.4306
"685",3.8777
"686",3.7851
"687",4.3066
"688",3.7253
"689",3.5962
"690",3.7287
"691",3.8059
"692",4.1794
"693",4.2098
"694",3.8128
"695",4.0465
"696",3.7461
"697",4.1467
"698",4.4796
"699",4.2735
"700",3.8758
"701",3.9303
"702",4.0728
"703",4.1579
"704",4.2264
"705",3.7256
"706",3.6972
"707",3.2832
"708",3.4913
"709",3.3786
"710",3.877
"711",3.3332
"712",3.3407
"713",2.8077
"714",3.3444
"715",3.481
"716",3.2093
"717",3.7555
"718",3.9099
"719",3.8517
"720",3.5305
"721",3.608
"722",3.7857
"723",3.5402
"724",3.7175
"725",3.8457
"726",3.4877
"727",3.4444
"728",3.3533
"729",3.0976
"730",2.6172
"731",2.4212
"732",3.0274
"733",3.2428
"734",3.2503
"735",3.6393
"736",3.0672
"737",3.0006
"738",3.4959
"739",3.4962
"740",3.175
"741",3.0675
"742",3.3286
"743",3.2188
"744",2.8358
"745",3.122
"746",3.0828
"747",2.5587
"748",2.7269
"749",2.7995
"750",3.0434
"751",2.4013
"752",2.2789
"753",2.407
"754",2.2055
"755",2.6903
"756",2.8447
"757",2.8416
"758",2.5662
"759",2.3455
"760",1.991
"761",1.9468
"762",2.1251
"763",2.1971
"764",2.3188
"765",1.6531
"766",2.3134
"767",2.059
"768",2.8193
"769",2.3359
"770",1.7193
"771",1.7529
"772",2.0404
"773",1.5598
"774",1.7141
"775",2.1015
"776",2.362
"777",1.5931
"778",1.6037
"779",1.6785
"780",2.0031
"781",2.2576
"782",2.4107
"783",2.7377
"784",2.2932
"785",1.8189
"786",2.0145
"787",1.7848
"788",2.4486
"789",2.0319
"790",2.2376
"791",2.2669
"792",1.9957
"793",2.2263
"794",2.2398
"795",2.044
"796",1.8963
"797",1.6028
"798",1.6021
"799",2.193
"800",2.2292
"801",2.3304
"802",2.4196
"803",2.4143
"804",2.1349
"805",1.8623
"806",2.1555
"807",1.8906
"808",2.0596
"809",1.9834
"810",2.2744
"811",1.9199
"812",1.4016
"813",1.5482
"814",1.5028
"815",2.1068
"816",2.296
"817",2.1351
"818",2.5052
"819",2.2269
"820",2.143
"821",1.876
"822",1.4859
"823",1.5634
"824",1.5643
"825",1.3755
"826",1.5047
"827",1.4247
"828",1.1407
"829",1.1286
"830",1.7709
"831",1.9028
"832",2.0655
"833",2.2504
"834",2.2299
"835",1.5519
"836",1.53
"837",1.552
"838",1.8766
"839",1.3714
"840",1.7603
"841",2.11
"842",1.2694
"843",1.6769
"844",1.8112
"845",1.7063
"846",1.456
"847",1.6218
"848",2.2091
"849",2.1049
"850",1.5691
"851",2.1686
"852",2.3194
"853",2.3072
"854",1.899
"855",1.9112
"856",1.8676
"857",2.016
"858",1.7318
"859",1.7827
"860",2.0398
"861",1.7655
"862",1.54
"863",1.475
"864",1.244
"865",1.6386
"866",1.7894
"867",1.5524
"868",1.5144
"869",1.0356
"870",1.7575
"871",1.4169
"872",1.3407
"873",1.7251
"874",1.4843
"875",1.4607
"876",1.4523
"877",1.5815
"878",1.6455
"879",1.6191
"880",1.3234
"881",1.4864
"882",1.8354
"883",1.8279
"884",1.574
"885",1.4253
"886",1.4509
"887",1.8329
"888",1.3182
"889",1.585
"890",1.9231
"891",1.9983
"892",2.181
"893",1.9523
"894",2.4347
"895",2.0671
"896",2.3044
"897",2.6579
"898",2.4973
"899",2.359
"900",2.2129
"901",2.2458
"902",1.9958
"903",1.9231
"904",1.871
"905",1.9456
"906",2.1298
"907",1.8936
"908",1.4995
"909",1.5168
"910",1.7242
"911",1.6229
"912",1.935
"913",1.6101
"914",1.5392
"915",1.3342
"916",1.1072
"917",1.7625
"918",1.9396
"919",1.4273
"920",1.0712
"921",1.2436
"922",1.1339
"923",1.3147
"924",1.5388
"925",1.8067
"926",1.6997
"927",2.2894
"928",2.3415
"929",2.0846
"930",1.7255
"931",1.6
"932",1.8674
"933",1.5182
"934",1.5927
"935",1.7586
"936",2.1122
"937",2.7992
"938",2.6873
"939",2.7716
"940",2.3247
"941",2.4094
"942",2.5073
"943",2.428
"944",2.8003
"945",2.6605
"946",2.8404
"947",2.5716
"948",2.2741
"949",2.6473
"950",2.2327
"951",2.1401
"952",2.1587
"953",1.8174
"954",2.0895
"955",1.9445
"956",1.7171
"957",1.9384
"958",2.0486
"959",1.6665
"960",2.2738
"961",2.1495
"962",1.3846
"963",2.0341
"964",1.8135
"965",1.6268
"966",2.149
"967",2.058
"968",1.9928
"969",1.3566
"970",1.66
"971",2.2103
"972",2.0769
"973",2.1387
"974",1.9025
"975",2.1562
"976",2.1308
"977",2.3569
"978",2.2663
"979",2.1245
"980",1.9118
"981",1.8897
"982",2.3773
"983",1.8084
"984",2.3937
"985",1.7385
"986",1.805
"987",1.337
"988",1.8607
"989",1.6549
"990",1.857
"991",1.8915
"992",2.3967
"993",2.3714
"994",1.815
"995",1.9891
"996",2.3661
"997",1.7242
"998",2.087
"999",2.0301
"1000",2.151
"1001",1.9122
"1002",2.1433
"1003",1.9144
"1004",2.1677
"1005",2.3413
"1006",2.0353
"1007",1.8412
"1008",1.5468
"1009",1.4709
"1010",1.0958
"1011",1.9582
"1012",1.6669
"1013",1.8879
"1014",2.1117
"1015",2.2774
"1016",2.1823
"1017",2.0955
"1018",2.3398
"1019",2.3841
"1020",2.374
"1021",1.8055
"1022",2.0064
"1023",1.9892
"1024",1.5862
"1025",1.6027
"1026",1.8865
"1027",1.5789
"1028",1.1199
"1029",1.1106
"1030",1.5228
"1031",1.6116
"1032",1.7174
"1033",1.5642
"1034",1.8956
"1035",2.322
"1036",2.0324
"1037",1.4778
"1038",1.7209
"1039",2.2021
"1040",2.2061
"1041",2.1286
"1042",2.1287
"1043",1.8276
"1044",2.3152
"1045",2.399
"1046",2.3735
"1047",2.1838
"1048",2.6933
"1049",2.6624
"1050",2.4074
"1051",2.7618
"1052",2.6657
"1053",2.8165
"1054",2.8713
"1055",2.4899
"1056",1.6599
"1057",1.9202
"1058",2.0971
"1059",2.3819
"1060",2.4621
"1061",2.1356
"1062",2.3797
"1063",2.3947
"1064",2.1607
"1065",2.1044
"1066",2.1553
"1067",1.7182
"1068",1.9895
"1069",1.5502
"1070",1.8907
"1071",2.2899
"1072",2.1468
"1073",1.8052
"1074",2.0624
"1075",1.9678
"1076",1.8961
"1077",1.9701
"1078",1.4949
"1079",2.1002
"1080",1.799
"1081",1.7801
"1082",1.9058
"1083",1.2551
"1084",1.5077
"1085",1.6011
"1086",1.3302
"1087",1.2274
"1088",1.3989
"1089",1.1357
"1090",1.466
"1091",1.3598
"1092",1.6319
"1093",1.6616
"1094",1.3815
"1095",1.8983
"1096",1.7352
"1097",2.3296
"1098",1.6986
"1099",1.645
"1100",1.5787
"1101",2.6
"1102",2.2744
"1103",2.2356
"1104",1.4906
"1105",1.6422
"1106",1.3035
"1107",1.8785
"1108",1.9894
"1109",1.9315
"1110",2.0605
"1111",1.4573
"1112",1.9413
"1113",1.8413
"1114",1.9928
"1115",1.9362
"1116",1.7275
"1117",1.9666
"1118",2.0321
"1119",1.425
"1120",1.6228
"1121",1.9996
"1122",2.2334
"1123",2.0233
"1124",2.0621
"1125",1.8484
"1126",1.9497
"1127",1.8674
"1128",2.4922
"1129",1.9094
"1130",1.2285
"1131",2.0669
"1132",2.3185
"1133",1.818
"1134",2.1876
"1135",1.7858
"1136",2.1848
"1137",1.9915
"1138",1.9727
"1139",1.9091
"1140",1.9934
"1141",2.0758
"1142",2.2811
"1143",2.1757
"1144",1.7694
"1145",2.2082
"1146",2.2923
"1147",2.1528
"1148",2.1125
"1149",2.1654
"1150",2.3879
"1151",2.2698
"1152",2.2524
"1153",2.6413
"1154",2.1317
"1155",2.7716
"1156",2.1315
"1157",1.7902
"1158",2.243
"1159",2.0179
"1160",1.9402
"1161",1.7663
"1162",2.3188
"1163",2.244
"1164",2.3197
"1165",2.5006
"1166",2.5853
"1167",2.7359
"1168",2.512
"1169",1.9294
"1170",2.6179
"1171",2.1404
"1172",2.0331
"1173",1.5762
"1174",1.6709
"1175",2.2965
"1176",1.9085
"1177",2.2757
"1178",2.283
"1179",1.9914
"1180",1.6997
"1181",1.7104
"1182",1.6369
"1183",1.5177
"1184",1.0777
"1185",1.748
"1186",1.5746
"1187",1.6007
"1188",1.1414
"1189",1.7586
"1190",1.4597
"1191",1.4388
"1192",1.7551
"1193",1.2931
"1194",1.5036
"1195",1.2192
"1196",0.907
"1197",1.1616
"1198",1.5738
"1199",1.8036
"1200",1.5062
"1201",1.9199
"1202",1.754
"1203",1.9565
"1204",1.8893
"1205",1.5788
"1206",1.6601
"1207",1.6088
"1208",1.5408
"1209",1.8896
"1210",1.833
"1211",1.6871
"1212",1.7828
"1213",1.6426
"1214",1.739
"1215",1.9771
"1216",2.1462
"1217",2.2501
"1218",1.976
"1219",1.7461
"1220",1.9716
"1221",2.0229
"1222",1.6922
"1223",1.2047
"1224",1.6433
"1225",1.6044
"1226",1.7582
"1227",1.4077
"1228",1.9686
"1229",2.0805
"1230",1.5862
"1231",1.2943
"1232",1.5308
"1233",1.3088
"1234",1.2162
"1235",1.515
"1236",1.6531
"1237",1.9331
"1238",1.3207
"1239",1.1726
"1240",1.6977
"1241",1.6577
"1242",1.6393
"1243",1.8141
"1244",1.6924
"1245",1.8371
"1246",2.0815
"1247",2.2861
"1248",2.1313
"1249",1.9963
"1250",1.8259
"1251",1.4768
"1252",1.8144
"1253",1.0289
"1254",1.8302
"1255",1.4687
"1256",1.3759
"1257",1.5114
"1258",1.5669
"1259",2.0131
"1260",1.8151
"1261",1.8394
"1262",1.8249
"1263",1.839
"1264",1.897
"1265",1.5856
"1266",1.6731
"1267",1.5663
"1268",1.3525
"1269",1.3187
"1270",1.8035
"1271",1.6335
"1272",1.5036
"1273",1.147
"1274",1.6327
"1275",1.4619
"1276",1.2494
"1277",1.0343
"1278",1.6418
"1279",1.4075
"1280",1.2796
"1281",1.6657
"1282",1.5389
"1283",1.6012
"1284",1.9166
"1285",1.6873
"1286",1.9578
"1287",1.6987
"1288",2.2577
"1289",1.6602
"1290",1.6116
"1291",1.7997
"1292",1.7922
"1293",1.7136
"1294",0.957
"1295",1.3862
"1296",1.4721
"1297",1.7409
"1298",1.7763
"1299",1.5078
"1300",1.7398
"1301",1.6755
"1302",1.761
"1303",1.8555
"1304",1.701
"1305",1.7575
"1306",1.9081
"1307",1.2897
"1308",1.32
"1309",1.6219
"1310",1.2892
"1311",1.2338
"1312",1.3319
"1313",1.7205
"1314",1.5918
"1315",1.826
"1316",1.5742
"1317",1.862
"1318",1.7359
"1319",2.1962
"1320",2.3012
"1321",2.0582
"1322",1.9004
"1323",2.3863
"1324",2.0625
"1325",2.3618
"1326",2.1016
"1327",2.3122
"1328",2.2809
"1329",2.0489
"1330",2.4427
"1331",2.4796
"1332",1.4249
"1333",1.6668
"1334",1.9296
"1335",1.9294
"1336",1.4867
"1337",1.5902
"1338",1.6168
"1339",1.3657
"1340",1.5358
"1341",1.6082
"1342",1.7165
"1343",1.2495
"1344",1.5573
"1345",1.5061
"1346",1.4083
"1347",1.1104
"1348",1.3925
"1349",1.2146
"1350",1.3073
"1351",1.1094
"1352",1.569
"1353",1.5997
"1354",1.7025
"1355",1.542
"1356",1.4202
"1357",1.1973
"1358",1.091
"1359",1.4244
"1360",1.5302
"1361",1.1929
"1362",1.9093
"1363",1.7671
"1364",1.5906
"1365",1.6573
"1366",1.4427
"1367",0.7487
"1368",1.3155
"1369",1.2366
"1370",1.0154
"1371",0.9693
"1372",0.7795
"1373",0.8689
"1374",0.8568
"1375",1.4357
"1376",1.0952
"1377",0.7527
"1378",1.4696
"1379",1.6606
"1380",1.5576
"1381",1.451
"1382",1.4099
"1383",1.6005
"1384",2.2811
"1385",1.7137
"1386",1.5002
"1387",1.2921
"1388",1.2785
"1389",1.8017
"1390",2.0035
"1391",2.1572
"1392",1.9322
"1393",2.264
"1394",2.3842
"1395",2.4472
"1396",2.3687
"1397",2.4086
"1398",2.0646
"1399",2.0777
"1400",1.575
"1401",1.7668
"1402",2.1601
"1403",1.8872
"1404",1.8169
"1405",2.1556
"1406",2.3504
"1407",2.1615
"1408",2.1833
"1409",2.4084
"1410",1.8452
"1411",1.7286
"1412",1.6434
"1413",1.4575
"1414",1.3276
"1415",1.5504
"1416",1.9685
"1417",1.8121
"1418",1.511
"1419",2.0928
"1420",2.1083
"1421",2.2221
"1422",2.1006
"1423",1.8887
"1424",1.9458
"1425",1.7419
"1426",1.2321
"1427",1.3576
"1428",1.4265
"1429",1.8593
"1430",1.4176
"1431",1.3619
"1432",1.8631
"1433",1.9097
"1434",1.6309
"1435",1.5223
"1436",1.5914
"1437",1.7618
"1438",1.2714
"1439",1.2413
"1440",1.5228
"1441",1.6142
"1442",1.142
"1443",1.5101
"1444",1.3141
"1445",1.4999
"1446",1.951
"1447",1.604
"1448",1.8248
"1449",1.8935
"1450",1.5631
"1451",1.6089
"1452",1.7386
"1453",1.811
"1454",1.4259
"1455",1.2515
"1456",1.3669
"1457",1.8407
"1458",1.5664
"1459",1.693
"1460",2.1808
"1461",1.8608
"1462",2.0015
"1463",1.7381
"1464",1.4194
"1465",1.2762
"1466",1.4929
"1467",1.9221
"1468",1.8136
"1469",2.132
"1470",2.3626
"1471",2.0792
"1472",2.1235
"1473",1.9852
"1474",1.2755
"1475",1.187
"1476",1.3726
"1477",2.0051
"1478",1.6428
"1479",1.6214
"1480",1.748
"1481",1.468
"1482",0.9363
"1483",0.9855
"1484",1.1374
"1485",1.0057
"1486",1.138
"1487",1.3865
"1488",1.5123
"1489",1.4653
"1490",1.4999
"1491",1.4763
"1492",1.2899
"1493",0.9855
"1494",1.0325
"1495",1.072
"1496",1.1946
"1497",1.3016
"1498",0.8073
"1499",1.4484
"1500",1.1146
"1501",1.0637
"1502",0.7962
"1503",1.2292
"1504",1.5725
"1505",1.4594
"1506",1.2998
"1507",0.8161
"1508",1.2865
"1509",1.0828
"1510",0.8124
"1511",1.3716
"1512",1.3748
"1513",1.0617
"1514",1.4643
"1515",1.6377
"1516",1.774
"1517",1.7486
"1518",1.8075
"1519",1.8759
"1520",1.7985
"1521",2.1592
"1522",2.1964
"1523",2.3117
"1524",2.3328
"1525",2.7413
"1526",2.6198
"1527",2.9068
"1528",2.5489
"1529",2.3819
"1530",2.4786
"1531",2.506
"1532",2.3331
"1533",2.3874
"1534",2.4889
"1535",2.0582
"1536",2.0892
"1537",1.3562
"1538",1.1932
"1539",1.3624
"1540",1.5913
"1541",1.709
"1542",2.1973
"1543",1.5836
"1544",1.3975
"1545",1.2041
"1546",1.3546
"1547",1.3281
"1548",1.7105
"1549",1.7326
"1550",2.1366
"1551",2.0738
"1552",1.8911
"1553",1.633
"1554",2.1782
"1555",1.8658
"1556",1.8472
"1557",1.5928
"1558",1.5731
"1559",2.0328
"1560",1.7411
"1561",1.8485
"1562",1.5319
"1563",2.0652
"1564",1.7876
"1565",1.7772
"1566",2.0318
"1567",1.1754
"1568",1.7731
"1569",2.1535
"1570",2.1477
"1571",1.7216
"1572",1.3528
"1573",1.5604
"1574",1.8467
"1575",1.635
"1576",2.4664
"1577",1.7894
"1578",2.3042
"1579",1.7839
"1580",2.1343
"1581",2.1003
"1582",2.0031
"1583",1.9609
"1584",1.6219
"1585",1.7457
"1586",1.8816
"1587",2.1004
"1588",1.649
"1589",2.1508
"1590",1.6696
"1591",1.8098
"1592",1.2147
"1593",1.3507
"1594",1.0697
"1595",1.391
"1596",1.4792
"1597",1.7036
"1598",1.6405
"1599",1.9478
"1600",1.5275
"1601",1.9199
"1602",2.0467
"1603",1.9496
"1604",1.5351
"1605",2.1812
"1606",1.7676
"1607",1.7842
"1608",1.6169
"1609",1.8116
"1610",1.7346
"1611",1.564
"1612",1.0891
"1613",0.913
"1614",1.3635
"1615",1.6579
"1616",1.4123
"1617",0.9219
"1618",1.1717
"1619",1.5146
"1620",1.9047
"1621",1.663
"1622",1.1392
"1623",1.185
"1624",1.2982
"1625",1.1218
"1626",0.9417
"1627",1.2732
"1628",1.9856
"1629",1.5827
"1630",1.4639
"1631",1.7655
"1632",1.3729
"1633",1.1455
"1634",1.514
"1635",1.3281
"1636",1.3399
"1637",1.1866
"1638",1.0618
"1639",1.3371
"1640",1.2092
"1641",1.0483
"1642",1.581
"1643",1.3584
"1644",1.7694
"1645",1.7382
"1646",1.6293
"1647",2.2754
"1648",1.3023
"1649",1.2657
"1650",1.8158
"1651",1.4787
"1652",2.0413
"1653",1.4619
"1654",1.5531
"1655",1.4595
"1656",1.2839
"1657",1.8608
"1658",1.8531
"1659",1.8843
"1660",1.8498
"1661",1.6843
"1662",1.187
"1663",1.8619
"1664",1.7978
"1665",1.2781
"1666",1.729
"1667",1.6066
"1668",1.4098
"1669",1.4343
"1670",0.5456
"1671",1.3055
"1672",0.9283
"1673",1.23
"1674",1.4176
"1675",1.4525
"1676",0.8653
"1677",0.9076
"1678",1.5468
"1679",1.4419
"1680",1.7157
"1681",1.0518
"1682",1.6365
"1683",1.6381
