#Frame       d_CD-CBM        Rg_CD       Rg_CBM    Rg_Global
     242      31.8505      21.8834      12.5069      24.1980
     243      31.9330      21.8106      12.4863      24.1619
     244      32.1520      21.8406      12.4992      24.2264
     245      31.8385      21.8271      12.4647      24.1673
     246      32.0967      21.8665      12.5137      24.2359
     247      32.1650      21.9320      12.5048      24.2962
     248      31.9764      21.8029      12.5147      24.1554
     249      31.8759      21.8531      12.5087      24.1790
     250      32.0111      21.8506      12.5272      24.2125
     251      32.0092      21.8756      12.4765      24.2190
     252      32.0387      21.8725      12.5353      24.2201
     253      31.5468      21.8954      12.5105      24.1624
     254      31.5869      21.8460      12.4795      24.1290
     255      31.5555      21.8175      12.5311      24.1140
     256      31.8140      21.8983      12.4683      24.2440
     257      31.7697      21.9369      12.5111      24.2536
     258      31.6308      21.8655      12.5472      24.1766
     259      32.1643      21.8516      12.5475      24.2464
     260      32.0799      21.9369      12.5622      24.3082
     261      31.8481      21.8913      12.5485      24.2196
     262      31.7339      21.9267      12.5677      24.2439
     263      31.9556      21.9500      12.5673      24.2956
     264      32.0440      21.8784      12.5664      24.2625
     265      31.6324      21.9371      12.5894      24.2339
     266      32.0878      21.9216      12.5133      24.2872
     267      31.9953      21.8862      12.4987      24.2305
     268      31.9861      21.8807      12.5401      24.2347
     269      31.9710      21.9432      12.5345      24.2881
     270      32.1364      21.8666      12.5570      24.2582
     271      32.0393      21.9036      12.5447      24.2873
     272      32.0894      21.9521      12.5886      24.3223
     273      32.0912      21.9212      12.5312      24.3013
     274      31.9026      21.8983      12.5144      24.2372
     275      31.9908      21.9330      12.5929      24.2822
     276      31.8818      21.9300      12.5319      24.2627
     277      31.8468      21.8685      12.6381      24.2361
     278      31.7602      21.8625      12.5830      24.2111
     279      31.7735      22.0095      12.5474      24.3074
     280      31.6288      21.8546      12.6049      24.1560
     281      31.9472      21.9395      12.5396      24.2788
     282      31.9394      21.9401      12.5998      24.2806
     283      32.1699      21.8932      12.5580      24.2746
     284      32.0598      21.8813      12.5375      24.2579
     285      31.8749      21.8946      12.5682      24.2439
     286      31.9228      21.9372      12.6315      24.2678
     287      31.9320      21.8814      12.6098      24.2201
     288      32.1438      21.9173      12.5354      24.3035
     289      32.0661      21.9306      12.4877      24.2614
     290      31.7637      21.9217      12.4948      24.2036
     291      31.8989      21.9050      12.5084      24.2337
     292      31.7500      21.8400      12.4591      24.1484
     293      31.9957      21.9027      12.4460      24.2255
     294      31.9667      21.9016      12.4666      24.2368
     295      32.0863      21.9289      12.5743      24.2774
     296      32.0042      21.8831      12.4953      24.2331
     297      31.6538      21.9512      12.5364      24.1960
     298      32.0402      21.9764      12.4845      24.2944
     299      31.7181      21.9646      12.5121      24.2245
     300      31.8684      21.9502      12.5355      24.2497
     301      31.9559      21.9277      12.5871      24.2577
     302      31.8796      21.9994      12.5856      24.2898
     303      32.0597      21.9410      12.5185      24.2671
     304      32.0390      21.8746      12.5365      24.2261
     305      31.7978      21.9080      12.5714      24.2168
     306      31.8823      21.9539      12.5451      24.2624
     307      31.8506      21.9857      12.5260      24.2715
     308      31.7724      21.9768      12.5262      24.2467
     309      31.7448      21.9098      12.4811      24.1959
     310      31.8981      21.9545      12.4919      24.2658
     311      31.7827      22.0943      12.5552      24.3623
     312      31.9199      22.0227      12.5169      24.3365
     313      31.7151      21.9576      12.5452      24.2545
     314      31.8225      21.9679      12.4393      24.2473
     315      31.9717      22.0904      12.5543      24.3977
     316      32.1166      21.9439      12.5156      24.2984
     317      31.9160      22.0095      12.5308      24.3198
     318      32.0751      21.9392      12.5762      24.3029
     319      31.9457      21.9468      12.5643      24.2812
     320      32.0621      21.9863      12.5577      24.3317
     321      31.7582      22.0500      12.4936      24.3117
     322      31.6074      21.9868      12.6128      24.2533
     323      31.6972      21.9210      12.5681      24.2110
     324      31.9884      22.0174      12.5570      24.3391
     325      32.2345      21.9221      12.4851      24.2938
     326      31.8805      21.8876      12.5008      24.2164
     327      31.8583      21.9470      12.5227      24.2624
     328      32.1245      21.9007      12.5369      24.2525
     329      32.0532      21.8256      12.5568      24.1983
     330      32.0336      21.8449      12.5744      24.2082
     331      31.8510      21.8652      12.5691      24.2033
     332      32.0319      21.8565      12.5586      24.2273
     333      32.1172      21.8990      12.4483      24.2613
     334      31.9670      21.9131      12.4847      24.2302
     335      32.1139      21.9023      12.5653      24.2819
     336      32.1924      21.8699      12.5196      24.2505
     337      32.1681      21.9334      12.5806      24.3119
     338      31.9571      21.8853      12.5091      24.2248
     339      32.2292      21.8646      12.5014      24.2444
     340      32.0243      21.8918      12.5504      24.2515
     341      32.2375      21.8422      12.5123      24.2411
     342      31.8065      21.8987      12.5155      24.1980
     343      32.2137      22.0030      12.4877      24.3571
     344      32.1799      21.9185      12.4667      24.2782
     345      31.8161      21.9654      12.5984      24.2755
     346      32.0920      21.9189      12.6070      24.2954
     347      32.3550      21.9693      12.5389      24.3801
     348      32.2413      21.9362      12.5948      24.3511
     349      32.6043      22.0287      12.5763      24.4756
