"","DSI"
"1279",16.2223
"1280",15.3303
"1281",15.5569
"1282",15.6542
"1283",16.0938
"1284",16.583
"1285",16.3196
"1286",16.7555
"1287",16.0585
"1288",16.679
"1289",17.0037
"1290",16.7591
"1291",16.3843
"1292",16.1938
"1293",16.23
"1294",16.0794
"1295",16.1026
"1296",16.5921
"1297",15.9979
"1298",15.95
"1299",16.1723
"1300",15.5593
"1301",15.7254
"1302",15.7875
"1303",16.0036
"1304",16.2107
"1305",15.5214
"1306",15.796
"1307",16.0555
"1308",16.4288
"1309",16.2302
"1310",16.0003
"1311",15.107
"1312",15.4957
"1313",14.799
"1314",15.6054
"1315",15.6533
"1316",14.9608
"1317",15.3824
"1318",15.3039
"1319",14.954
"1320",15.2615
"1321",15.0842
"1322",16.147
"1323",16.1266
"1324",15.777
"1325",15.9156
"1326",15.7696
"1327",15.3067
"1328",15.4984
"1329",15.4167
"1330",15.5558
"1331",14.698
"1332",14.7185
"1333",14.3832
"1334",14.806
"1335",14.4553
"1336",14.9328
"1337",14.8459
"1338",15.1783
"1339",14.9756
"1340",14.7372
"1341",14.4226
"1342",14.9764
"1343",14.6936
"1344",15.0611
"1345",14.2372
"1346",14.2737
"1347",14.0025
"1348",14.3073
"1349",14.5071
"1350",14.248
"1351",14.7338
"1352",14.5914
"1353",14.1364
"1354",14.0285
"1355",14.6838
"1356",14.416
"1357",14.398
"1358",13.9715
"1359",13.9877
"1360",15.1465
"1361",14.9104
"1362",15.0568
"1363",14.8291
"1364",14.8277
"1365",15.098
"1366",14.8503
"1367",14.8814
"1368",13.7282
"1369",13.5085
"1370",13.5022
"1371",14.316
"1372",14.0872
"1373",14.2649
"1374",14.1061
"1375",14.2465
"1376",13.8538
"1377",13.9646
"1378",14.6415
"1379",14.1874
"1380",14.7284
"1381",15.3492
"1382",14.4246
"1383",14.7742
"1384",14.6373
"1385",14.9578
"1386",14.7146
"1387",14.7759
"1388",15.2627
"1389",14.7941
"1390",14.0117
"1391",13.95
"1392",14.177
"1393",14.5056
"1394",14.1101
"1395",14.4146
"1396",14.3995
"1397",15.0566
"1398",15.3516
"1399",14.8216
"1400",14.7056
"1401",14.863
"1402",14.5449
"1403",14.9696
"1404",15.1903
"1405",15.876
"1406",15.6209
"1407",15.5089
"1408",15.6556
"1409",15.6843
"1410",14.547
"1411",14.3846
"1412",14.3799
"1413",14.6134
"1414",14.0009
"1415",14.6205
"1416",13.8495
"1417",14.5373
"1418",14.5142
"1419",14.0081
"1420",14.3989
"1421",13.9936
"1422",14.2549
"1423",14.5152
"1424",14.7203
