"","d_CD-CBM","Rg_CD","Rg_CBM","Rg_Global"
"717",59.9222,21.7759,12.4279,30.655
"718",60.4454,21.8077,12.4512,30.8253
"719",60.7797,21.6591,12.4906,30.8271
"720",60.557,21.7418,12.4529,30.8077
"721",60.6105,21.7732,12.5178,30.8363
"722",60.937,21.7811,12.513,30.9419
"723",60.7706,21.7865,12.5549,30.893
"724",60.8832,21.7494,12.487,30.9046
"725",60.5168,21.7535,12.5645,30.8043
"726",60.4638,21.6967,12.5203,30.7585
"727",60.0123,21.7572,12.4797,30.6659
"728",59.1961,21.7389,12.4045,30.4155
"729",59.4098,21.7093,12.5154,30.4664
"730",60.1014,21.8282,12.5531,30.7235
"731",60.0894,21.7293,12.4394,30.6497
"732",60.2988,21.7922,12.4765,30.7576
"733",60.9248,21.7911,12.4748,30.9303
"734",60.8807,21.7608,12.433,30.8986
"735",61.6811,21.761,12.4989,31.1277
"736",60.8064,21.8199,12.4253,30.9151
"737",61.1985,21.7177,12.485,30.9792
"738",61.4051,21.7427,12.4991,31.049
"739",60.7795,21.781,12.4614,30.8833
"740",60.598,21.7872,12.5031,30.8383
"741",60.5651,21.7257,12.5183,30.7974
"742",60.8614,21.7356,12.4755,30.881
"743",61.177,21.7327,12.4397,30.9711
"744",60.7916,21.7224,12.3936,30.8578
"745",60.4178,21.8098,12.4902,30.81
"746",59.7571,21.7551,12.3821,30.5817
"747",60.9798,21.786,12.5099,30.9521
"748",60.9298,21.7374,12.4968,30.8945
"749",61.7249,21.7627,12.4913,31.1358
"750",61.6699,21.735,12.4607,31.1043
"751",62.2363,21.7434,12.5461,31.2761
"752",61.9566,21.7607,12.5219,31.2129
"753",61.8243,21.7737,12.4708,31.1766
"754",62.4688,21.818,12.5248,31.3876
"755",62.3155,21.8848,12.4621,31.3736
"756",62.1442,21.7755,12.4844,31.2645
"757",61.984,21.8221,12.5669,31.2543
"758",62.2247,21.7966,12.5571,31.3105
"759",62.4181,21.8244,12.6095,31.3888
"760",62.4406,21.7757,12.5317,31.3491
"761",62.5412,21.8106,12.5374,31.4041
"762",62.8252,21.746,12.6137,31.4452
"763",63.0653,21.7928,12.5846,31.5499
"764",63.7054,21.731,12.5256,31.6886
"765",63.9134,21.8345,12.4739,31.8145
"766",63.4355,21.7735,12.5495,31.6484
"767",63.8232,21.7815,12.5675,31.7677
"768",63.1799,21.808,12.4978,31.5868
"769",63.4248,21.8184,12.6001,31.6653
"770",63.2022,21.7701,12.5265,31.5702
"771",63.3199,21.8036,12.5457,31.6108
"772",63.3098,21.7363,12.5131,31.5773
"773",63.3922,21.7999,12.5546,31.645
"774",62.8151,21.782,12.5334,31.4705
"775",62.5772,21.8112,12.5168,31.4149
"776",62.5007,21.8048,12.4847,31.3863
"777",63.2024,21.788,12.6241,31.5854
"778",62.8559,21.7522,12.5848,31.4596
"779",62.9198,21.6938,12.5824,31.4504
"780",63.6287,21.7489,12.5689,31.6896
"781",63.1333,21.7544,12.606,31.5509
"782",62.7984,21.8125,12.5259,31.4726
"783",62.9811,21.8178,12.4744,31.5335
"784",62.5695,21.7848,12.6172,31.3967
"785",61.9841,21.8018,12.5171,31.2431
"786",61.7914,21.7665,12.5809,31.1707
"787",61.5823,21.8056,12.4912,31.1269
"788",61.386,21.7166,12.4877,31.0206
"789",61.8624,21.831,12.5204,31.226
"790",61.919,21.7471,12.493,31.194
"791",62.391,21.841,12.5155,31.3762
"792",62.1357,21.8058,12.5675,31.2839
"793",61.7796,21.883,12.5304,31.2276
"794",61.8055,21.8955,12.5477,31.2445
"795",61.9402,21.8527,12.5801,31.2575
"796",62.0179,21.872,12.5542,31.2865
"797",61.8104,21.7887,12.5957,31.1786
"798",62.5757,21.7976,12.5382,31.4096
"799",62.8206,21.8348,12.54,31.4922
"800",62.5465,21.8664,12.5366,31.4328
"801",62.5385,21.9456,12.5157,31.4741
"802",61.5282,21.8252,12.4798,31.1222
"803",61.0816,21.831,12.5492,31.0039
"804",61.105,21.7951,12.5132,30.9823
"805",61.72,21.8347,12.5215,31.1818
"806",62.1737,21.8462,12.5655,31.3119
"807",61.6885,21.8314,12.5616,31.1678
"808",61.3963,21.8209,12.5819,31.0874
"809",60.8764,21.7155,12.5756,30.874
"810",60.9192,21.804,12.5372,30.941
"811",60.7477,21.7122,12.487,30.8338
"812",61.3136,21.8236,12.5049,31.0637
"813",61.7033,21.8817,12.5677,31.211
"814",61.2263,21.7145,12.5079,30.9712
"815",61.0054,21.7666,12.4741,30.9346
"816",61.2802,21.7747,12.4803,31.0222
"817",61.519,21.6974,12.5299,31.0356
"818",61.7631,21.8145,12.571,31.1822
"819",61.3888,21.8755,12.5546,31.1159
"820",62.3911,21.8003,12.6141,31.3599
"821",62.6085,21.7789,12.6032,31.4066
"822",62.7544,21.7669,12.5322,31.4338
"823",62.9911,21.8297,12.5663,31.5418
"824",62.0239,21.7206,12.595,31.2068
"825",61.8744,21.7766,12.5498,31.1924
"826",61.9717,21.8827,12.5498,31.2817
"827",61.4481,21.8717,12.5059,31.1333
"828",61.6326,21.7968,12.4923,31.1255
"829",62.1323,21.7995,12.5437,31.2886
"830",62.6513,21.8384,12.5019,31.4478
"831",61.9799,21.83,12.5285,31.2485
"832",61.3205,21.7138,12.4331,30.998
"833",61.3093,21.7894,12.5213,31.0408
"834",61.8253,21.7312,12.4734,31.1475
"835",61.3531,21.7321,12.4518,31.0139
"836",61.1826,21.8313,12.5067,31.029
"837",60.7111,21.7569,12.4963,30.8513
"838",61.5991,21.7901,12.4526,31.1237
"839",62.0661,21.7836,12.5155,31.2599
"840",61.059,21.8069,12.4892,30.9825
"841",60.7474,21.885,12.4525,30.9352
"842",60.9441,21.7784,12.4508,30.9309
"843",60.5956,21.8509,12.4643,30.8741
"844",60.3302,21.817,12.5086,30.7757
"845",60.8638,21.8082,12.5339,30.933
"846",61.2299,21.8059,12.5324,31.0367
"847",61.37,21.9142,12.5562,31.1458
"848",60.6329,21.8772,12.4574,30.8986
"849",60.0664,21.8818,12.5314,30.7575
"850",60.075,21.8922,12.4458,30.7545
"851",60.2555,21.8376,12.5082,30.7744
"852",60.372,21.7874,12.5638,30.789
"853",60.6711,21.8428,12.4517,30.8921
"854",60.3513,21.7926,12.4395,30.7705
"855",61.3519,21.8461,12.4843,31.0859
"856",60.7457,21.7535,12.4823,30.8604
"857",61.1359,21.8024,12.4966,31.0017
"858",61.679,21.7525,12.4919,31.1238
"859",61.9756,21.7393,12.5573,31.1978
"860",61.9567,21.8154,12.4688,31.2382
"861",62.0349,21.8031,12.5335,31.2629
"862",61.7113,21.7696,12.4562,31.1335
"863",61.4067,21.7373,12.5314,31.0403
"864",61.4456,21.7726,12.4795,31.0814
"865",60.7374,21.812,12.4849,30.9007
"866",60.801,21.7918,12.58,30.9169
"867",61.2692,21.7323,12.5198,31.0117
"868",61.3648,21.7478,12.5633,31.0502
"869",60.8011,21.7724,12.5308,30.9041
"870",60.3518,21.799,12.5701,30.7948
"871",60.8745,21.7895,12.4919,30.921
"872",61.249,21.7771,12.5382,31.0259
"873",61.112,21.7981,12.5034,31.0066
"874",61.4038,21.8748,12.5555,31.1342
"875",60.7699,21.8581,12.461,30.9383
"876",60.1581,21.8014,12.4707,30.7312
"877",60.1955,21.7802,12.5057,30.7289
"878",59.5934,21.7119,12.5286,30.5177
"879",60.1773,21.8526,12.5136,30.7669
"880",59.8125,21.7798,12.4839,30.6306
"881",60.4793,21.8032,12.549,30.8271
"882",60.9974,21.7739,12.589,30.9514
"883",60.1846,21.8706,12.5395,30.782
"884",59.7628,21.8303,12.5505,30.6394
"885",60.105,21.8143,12.4925,30.7205
"886",59.9322,21.8426,12.497,30.6869
"887",59.6154,21.7666,12.443,30.5422
"888",59.7943,21.8973,12.4619,30.6905
"889",59.6816,21.846,12.4469,30.6221
"890",59.1154,21.8225,12.4776,30.4486
"891",59.2799,21.8345,12.4285,30.4951
"892",59.2221,21.8476,12.4905,30.4993
"893",58.7821,21.876,12.4842,30.3835
"894",58.9672,21.8601,12.4582,30.4316
"895",58.7207,21.8705,12.5551,30.3747
"896",58.5075,21.8042,12.4619,30.2769
"897",59.1733,21.859,12.5082,30.4938
"898",58.8877,21.8158,12.3322,30.3695
"899",59.864,21.8598,12.4851,30.6867
"900",59.9551,21.8526,12.4714,30.7004
"901",60.223,21.8722,12.4635,30.7841
"902",60.3533,21.8019,12.4605,30.7747
"903",60.4349,21.8388,12.5231,30.8295
"904",60.2516,21.8105,12.4513,30.7468
"905",60.4147,21.8408,12.52,30.82
"906",60.5741,21.8663,12.5161,30.8816
"907",60.9646,21.7968,12.5304,30.9492
"908",61.1656,21.8249,12.5826,31.0305
"909",61.3047,21.904,12.5239,31.1169
"910",61.9907,21.8074,12.5173,31.2494
"911",61.9713,21.8368,12.5501,31.253
"912",61.4342,21.8217,12.4936,31.0925
"913",61.4546,21.8357,12.6168,31.1101
"914",61.1259,21.8493,12.5476,31.0276
"915",60.8818,21.8424,12.4978,30.945
"916",61.8552,21.857,12.6054,31.2271
"917",61.6705,21.7783,12.5301,31.1321
"918",61.1839,21.7452,12.6139,30.9972
"919",60.974,21.8516,12.5866,30.9869
"920",61.2347,21.7619,12.5233,31.0009
"921",60.6318,21.8307,12.5926,30.8751
"922",60.5816,21.7075,12.5588,30.786
"923",60.7898,21.8103,12.6449,30.9104
"924",60.7547,21.7809,12.621,30.8847
"925",61.217,21.7868,12.5718,31.0311
"926",60.8955,21.8528,12.5474,30.9716
"927",61.2739,21.832,12.5057,31.0552
"928",60.6266,21.8201,12.5438,30.8762
"929",61.4599,21.8461,12.5348,31.1264
"930",61.3328,21.8081,12.5776,31.0693
"931",60.6954,21.8438,12.538,30.9063
"932",60.5438,21.8221,12.5686,30.8489
"933",60.4992,21.717,12.5395,30.7688
"934",60.9405,21.7969,12.5546,30.9436
"935",60.9092,21.7482,12.5477,30.9041
"936",60.5471,21.8189,12.5843,30.8532
"937",60.8594,21.793,12.5519,30.9119
"938",60.7448,21.7875,12.574,30.8816
"939",61.5448,21.7849,12.5617,31.1089
"940",61.1153,21.859,12.5935,31.032
"941",60.5931,21.7189,12.5947,30.807
"942",61.103,21.8189,12.5217,31.0008
"943",60.7812,21.7326,12.4827,30.8591
"944",60.9816,21.8205,12.5539,30.965
"945",60.9899,21.7281,12.5597,30.9219
"946",61.8877,21.7565,12.5495,31.1915
"947",61.0778,21.6763,12.5268,30.9112
"948",61.3408,21.7085,12.5306,31.001
"949",60.8545,21.7792,12.5234,30.8968
"950",61.1893,21.8072,12.5369,31.0158
"951",61.2123,21.6817,12.5489,30.9508
"952",61.4596,21.7508,12.6196,31.0547
"953",61.5661,21.8242,12.606,31.1311
"954",61.8267,21.7875,12.5739,31.1867
"955",61.7821,21.7886,12.5982,31.1816
"956",61.9468,21.8306,12.5929,31.2378
"957",62.2806,21.8395,12.6304,31.3438
"958",61.5819,21.7457,12.6327,31.0855
"959",61.515,21.7703,12.5378,31.0881
